mes,account_id,entradas_total,saidas_total,balanco
11.0,6759884497455352,2594.34,1672.86,921.48
12.0,6759884497455352,2650.5,1534.41,1116.09
1.0,7106839639082916,3062.88,1402.65,1660.23
3.0,7106839639082916,2339.23,0.0,2339.23
4.0,7106839639082916,2068.41,1315.25,753.16
5.0,7106839639082916,0.0,1897.08,-1897.08
6.0,7106839639082916,0.0,3341.51,-3341.51
8.0,7106839639082916,802.38,0.0,802.38
9.0,7106839639082916,0.0,384.44,-384.44
10.0,7106839639082916,0.0,1659.94,-1659.94
11.0,7106839639082916,1773.14,1112.3,660.84
12.0,7106839639082916,0.0,2780.85,-2780.85
1.0,7399497589386025,1319.22,0.0,1319.22
2.0,7399497589386025,1891.42,563.35,1328.07
3.0,7399497589386025,9508.47,4482.73,5025.74
4.0,7399497589386025,2769.58,1796.69,972.89
5.0,7399497589386025,5824.87,2675.41,3149.46
6.0,7399497589386025,4484.06,2460.19,2023.87
7.0,7399497589386025,6739.73,3499.04,3240.69
8.0,7399497589386025,2203.68,1472.98,730.7
9.0,7399497589386025,1937.92,2601.76,-663.84
10.0,7399497589386025,3210.86,254.22,2956.64
11.0,7399497589386025,1888.78,2607.81,-719.03
12.0,7399497589386025,3461.75,3935.87,-474.12
1.0,8390860978077109,7559.18,17064.75,-9505.57
2.0,8390860978077109,8860.79,6956.02,1904.77
3.0,8390860978077109,7662.05,9218.89,-1556.84
4.0,8390860978077109,10038.17,8756.1,1282.07
5.0,8390860978077109,3956.17,10876.96,-6920.79
6.0,8390860978077109,11535.34,14075.04,-2539.7
7.0,8390860978077109,11398.44,7853.12,3545.32
8.0,8390860978077109,15589.0,4662.54,10926.46
9.0,8390860978077109,13024.67,14823.33,-1798.66
10.0,8390860978077109,7166.83,10913.7,-3746.87
11.0,8390860978077109,11644.32,8489.6,3154.72
12.0,8390860978077109,3972.96,11181.63,-7208.67
10.0,8525065966751885,1453.1,0.0,1453.1
1.0,9682140161583058,6125.78,11087.89,-4962.11
2.0,9682140161583058,11608.04,5599.18,6008.86
3.0,9682140161583058,10716.59,11185.08,-468.49
4.0,9682140161583058,16904.46,9240.35,7664.11
5.0,9682140161583058,9624.34,7049.21,2575.13
6.0,9682140161583058,11246.78,5433.23,5813.55
7.0,9682140161583058,5878.59,5613.11,265.48
8.0,9682140161583058,2932.91,8767.48,-5834.57
9.0,9682140161583058,4833.41,4788.04,45.37
10.0,9682140161583058,4193.07,5461.55,-1268.48
11.0,9682140161583058,5272.48,2696.09,2576.39
12.0,9682140161583058,4183.86,2871.94,1311.92
1.0,11972044772734216,4480.96,759.5,3721.46
2.0,11972044772734216,2555.06,3670.22,-1115.16
3.0,11972044772734216,1935.52,5005.41,-3069.89
4.0,11972044772734216,5574.94,3516.0,2058.94
5.0,11972044772734216,5353.65,3288.42,2065.23
6.0,11972044772734216,6482.5,2118.25,4364.25
7.0,11972044772734216,7489.31,5733.39,1755.92
8.0,11972044772734216,4673.61,5046.37,-372.76
9.0,11972044772734216,0.0,2827.86,-2827.86
10.0,11972044772734216,6498.01,3433.97,3064.04
11.0,11972044772734216,2341.73,2725.19,-383.46
12.0,11972044772734216,2999.13,0.0,2999.13
1.0,14823956517654278,11269.08,4940.66,6328.42
2.0,14823956517654278,11413.75,3486.86,7926.89
3.0,14823956517654278,8226.0,8861.91,-635.91
4.0,14823956517654278,6318.78,2644.93,3673.85
5.0,14823956517654278,5834.27,6566.33,-732.06
6.0,14823956517654278,5462.92,4490.97,971.95
7.0,14823956517654278,4515.3,7062.48,-2547.18
8.0,14823956517654278,8888.25,3166.3,5721.95
9.0,14823956517654278,15550.02,4849.45,10700.57
10.0,14823956517654278,3083.14,5693.52,-2610.38
11.0,14823956517654278,5309.2,9237.24,-3928.04
12.0,14823956517654278,6960.06,4672.35,2287.71
1.0,14960923507500004,2365.23,4424.75,-2059.52
2.0,14960923507500004,3744.5,4682.3,-937.8
3.0,14960923507500004,470.54,249.98,220.56
4.0,14960923507500004,1065.75,5221.0,-4155.25
5.0,14960923507500004,8104.04,4557.19,3546.85
6.0,14960923507500004,3218.7,2273.62,945.08
7.0,14960923507500004,1383.05,4936.33,-3553.28
8.0,14960923507500004,682.06,2546.11,-1864.05
9.0,14960923507500004,1074.02,4565.69,-3491.67
10.0,14960923507500004,1299.48,3114.81,-1815.33
11.0,14960923507500004,7444.01,788.11,6655.9
12.0,14960923507500004,9356.51,1790.01,7566.5
1.0,16488801170250194,1382.95,0.0,1382.95
2.0,16488801170250194,382.27,0.0,382.27
3.0,16488801170250194,1584.24,1849.28,-265.04
4.0,16488801170250194,0.0,1403.0,-1403.0
5.0,16488801170250194,2851.53,0.0,2851.53
6.0,16488801170250194,0.0,1925.2,-1925.2
7.0,16488801170250194,1512.57,525.03,987.54
8.0,16488801170250194,0.0,3100.1,-3100.1
9.0,16488801170250194,878.67,1868.65,-989.98
11.0,16488801170250194,2873.39,0.0,2873.39
1.0,17010643349938116,1446.35,1812.93,-366.58
2.0,17010643349938116,0.0,1674.96,-1674.96
3.0,17010643349938116,0.0,1809.75,-1809.75
4.0,17010643349938116,6788.9,0.0,6788.9
5.0,17010643349938116,1255.94,3478.03,-2222.09
6.0,17010643349938116,3605.73,5865.24,-2259.51
7.0,17010643349938116,669.53,2617.67,-1948.14
8.0,17010643349938116,1772.47,4827.27,-3054.8
9.0,17010643349938116,2688.92,571.69,2117.23
10.0,17010643349938116,3070.36,688.84,2381.52
11.0,17010643349938116,1262.8,2196.03,-933.23
1.0,17352812883658752,8757.83,13354.52,-4596.69
2.0,17352812883658752,10011.27,1914.71,8096.56
3.0,17352812883658752,3714.69,10075.2,-6360.51
4.0,17352812883658752,10363.14,8376.11,1987.03
5.0,17352812883658752,16746.42,8320.72,8425.7
6.0,17352812883658752,4896.54,9154.31,-4257.77
7.0,17352812883658752,13789.1,9106.91,4682.19
8.0,17352812883658752,5528.68,5814.73,-286.05
9.0,17352812883658752,10483.41,9799.51,683.9
10.0,17352812883658752,12930.95,11619.9,1311.05
11.0,17352812883658752,5071.84,7348.74,-2276.9
12.0,17352812883658752,4806.07,4466.2,339.87
1.0,18661351842096488,1148.46,5642.76,-4494.3
2.0,18661351842096488,2309.77,579.07,1730.7
3.0,18661351842096488,3307.6,2185.43,1122.17
4.0,18661351842096488,4422.18,7149.75,-2727.57
5.0,18661351842096488,6216.26,3939.12,2277.14
6.0,18661351842096488,1762.56,113.99,1648.57
7.0,18661351842096488,1725.09,4139.52,-2414.43
8.0,18661351842096488,3894.41,5873.23,-1978.82
9.0,18661351842096488,9706.45,771.39,8935.06
10.0,18661351842096488,2528.18,3799.81,-1271.63
11.0,18661351842096488,4944.18,3282.9,1661.28
12.0,18661351842096488,3486.19,0.0,3486.19
1.0,21312345113145264,10272.73,2697.03,7575.7
2.0,21312345113145264,20154.5,7726.68,12427.82
3.0,21312345113145264,9755.09,1622.09,8133.0
4.0,21312345113145264,2348.41,6108.83,-3760.42
5.0,21312345113145264,7472.98,3737.83,3735.15
6.0,21312345113145264,6911.85,11542.49,-4630.64
7.0,21312345113145264,6816.11,4505.13,2310.98
8.0,21312345113145264,6955.91,5175.9,1780.01
9.0,21312345113145264,2563.61,2079.49,484.12
10.0,21312345113145264,9007.46,13315.2,-4307.74
11.0,21312345113145264,5859.35,6795.79,-936.44
12.0,21312345113145264,7411.03,7260.48,150.55
1.0,21621624814225668,2521.58,0.0,2521.58
2.0,21621624814225668,1423.62,2419.69,-996.07
3.0,21621624814225668,1185.44,1816.6,-631.16
4.0,21621624814225668,1468.02,949.06,518.96
5.0,21621624814225668,0.0,213.87,-213.87
7.0,21621624814225668,1988.22,0.0,1988.22
8.0,21621624814225668,1998.39,1196.13,802.26
9.0,21621624814225668,0.0,1409.99,-1409.99
10.0,21621624814225668,0.0,1958.78,-1958.78
12.0,21621624814225668,180.3,1554.91,-1374.61
1.0,22491927182770952,6137.4,3576.89,2560.51
2.0,22491927182770952,4748.37,13734.34,-8985.97
3.0,22491927182770952,7247.15,8424.33,-1177.18
4.0,22491927182770952,12595.79,13643.53,-1047.74
5.0,22491927182770952,12439.18,4893.96,7545.22
6.0,22491927182770952,12069.76,7475.17,4594.59
7.0,22491927182770952,4463.64,7223.36,-2759.72
8.0,22491927182770952,20164.95,10852.34,9312.61
9.0,22491927182770952,8561.48,7293.56,1267.92
10.0,22491927182770952,10970.35,9559.22,1411.13
11.0,22491927182770952,4475.02,3371.53,1103.49
12.0,22491927182770952,3675.68,11887.52,-8211.84
1.0,22831044469048256,7529.15,2431.77,5097.38
2.0,22831044469048256,5435.03,7448.82,-2013.79
3.0,22831044469048256,10351.75,8981.62,1370.13
4.0,22831044469048256,5072.89,4298.11,774.78
5.0,22831044469048256,17273.43,7196.1,10077.33
6.0,22831044469048256,7981.25,6663.56,1317.69
7.0,22831044469048256,978.81,4684.84,-3706.03
8.0,22831044469048256,5879.63,9951.51,-4071.88
9.0,22831044469048256,7429.55,7178.84,250.71
10.0,22831044469048256,8187.94,6109.9,2078.04
11.0,22831044469048256,9720.95,8819.71,901.24
12.0,22831044469048256,3300.66,3316.61,-15.95
1.0,23387120898112960,9608.77,4944.7,4664.07
2.0,23387120898112960,2921.26,8141.2,-5219.94
3.0,23387120898112960,7330.3,6851.29,479.01
4.0,23387120898112960,10243.85,5851.17,4392.68
5.0,23387120898112960,12895.44,6960.44,5935.0
6.0,23387120898112960,5681.37,9235.62,-3554.25
7.0,23387120898112960,6483.24,11502.81,-5019.57
8.0,23387120898112960,8582.23,6752.68,1829.55
9.0,23387120898112960,2816.61,3656.79,-840.18
10.0,23387120898112960,8433.13,7181.01,1252.12
11.0,23387120898112960,12373.9,4133.94,8239.96
12.0,23387120898112960,11208.0,11257.14,-49.14
1.0,24030010077126692,4143.37,7652.66,-3509.29
2.0,24030010077126692,1062.84,2770.07,-1707.23
3.0,24030010077126692,3270.62,2814.08,456.54
4.0,24030010077126692,6546.22,6523.26,22.96
5.0,24030010077126692,5594.74,3591.19,2003.55
6.0,24030010077126692,8191.7,4794.03,3397.67
7.0,24030010077126692,3578.16,4153.56,-575.4
8.0,24030010077126692,7906.01,3002.02,4903.99
9.0,24030010077126692,2683.33,9689.33,-7006.0
10.0,24030010077126692,7222.66,3665.3,3557.36
11.0,24030010077126692,3968.73,7805.13,-3836.4
12.0,24030010077126692,5285.22,2827.4,2457.82
1.0,27678495950901348,4667.59,7464.76,-2797.17
2.0,27678495950901348,12182.61,6912.5,5270.11
3.0,27678495950901348,9449.21,8253.97,1195.24
4.0,27678495950901348,9599.46,6215.49,3383.97
5.0,27678495950901348,4644.09,11358.77,-6714.68
6.0,27678495950901348,9203.65,6526.63,2677.02
7.0,27678495950901348,10083.49,7437.19,2646.3
8.0,27678495950901348,9576.56,11460.66,-1884.1
9.0,27678495950901348,11217.82,10917.08,300.74
10.0,27678495950901348,3769.34,13680.72,-9911.38
11.0,27678495950901348,6571.47,8501.1,-1929.63
12.0,27678495950901348,11946.7,9137.31,2809.39
1.0,29381966057388312,1373.26,812.96,560.3
2.0,29381966057388312,0.0,1992.81,-1992.81
3.0,29381966057388312,3113.17,2498.82,614.35
4.0,29381966057388312,3745.96,2806.67,939.29
5.0,29381966057388312,741.29,1314.94,-573.65
6.0,29381966057388312,1879.58,1599.09,280.49
7.0,29381966057388312,4401.45,2221.78,2179.67
8.0,29381966057388312,2140.91,2348.53,-207.62
9.0,29381966057388312,0.0,978.15,-978.15
10.0,29381966057388312,1252.06,2935.05,-1682.99
11.0,29381966057388312,882.56,3549.02,-2666.46
12.0,29381966057388312,309.06,3397.07,-3088.01
1.0,29633697113363720,1855.61,6963.52,-5107.91
2.0,29633697113363720,7544.77,3964.87,3579.9
3.0,29633697113363720,9865.03,5702.69,4162.34
4.0,29633697113363720,5614.91,10234.07,-4619.16
5.0,29633697113363720,6977.2,8199.91,-1222.71
6.0,29633697113363720,10192.79,2873.39,7319.4
7.0,29633697113363720,2547.38,4294.76,-1747.38
8.0,29633697113363720,8043.81,6679.5,1364.31
9.0,29633697113363720,10220.49,6489.2,3731.29
10.0,29633697113363720,10489.99,10012.03,477.96
11.0,29633697113363720,2800.61,8476.14,-5675.53
12.0,29633697113363720,3794.2,5296.28,-1502.08
1.0,29934903285460276,3788.53,1572.33,2216.2
2.0,29934903285460276,4835.18,2271.06,2564.12
3.0,29934903285460276,8433.51,6117.18,2316.33
4.0,29934903285460276,4024.19,4715.8,-691.61
5.0,29934903285460276,9993.93,4391.94,5601.99
6.0,29934903285460276,0.0,6949.98,-6949.98
7.0,29934903285460276,7931.1,3519.9,4411.2
8.0,29934903285460276,6921.24,6439.28,481.96
9.0,29934903285460276,5670.3,1449.45,4220.85
10.0,29934903285460276,4942.46,4498.23,444.23
11.0,29934903285460276,2482.43,1189.65,1292.78
12.0,29934903285460276,369.61,4449.45,-4079.84
1.0,31300714193979064,5315.05,4645.55,669.5
2.0,31300714193979064,4903.94,6818.15,-1914.21
3.0,31300714193979064,4123.23,8818.83,-4695.6
4.0,31300714193979064,10100.29,1955.02,8145.27
5.0,31300714193979064,5143.24,6641.97,-1498.73
6.0,31300714193979064,3460.5,5838.41,-2377.91
7.0,31300714193979064,6264.56,8839.9,-2575.34
8.0,31300714193979064,2342.93,6666.87,-4323.94
9.0,31300714193979064,3602.77,4754.76,-1151.99
10.0,31300714193979064,8937.72,5726.18,3211.54
11.0,31300714193979064,3057.19,3477.46,-420.27
12.0,31300714193979064,5998.56,8992.32,-2993.76
1.0,32062621905216280,2863.07,1031.14,1831.93
2.0,32062621905216280,1914.71,3900.06,-1985.35
3.0,32062621905216280,0.0,3607.81,-3607.81
4.0,32062621905216280,2849.76,907.69,1942.07
5.0,32062621905216280,1785.3,0.0,1785.3
6.0,32062621905216280,3300.2,3258.61,41.59
7.0,32062621905216280,589.44,2423.48,-1834.04
8.0,32062621905216280,4584.35,1876.61,2707.74
9.0,32062621905216280,2901.91,3353.32,-451.41
10.0,32062621905216280,1693.44,8779.46,-7086.02
11.0,32062621905216280,1929.13,742.04,1187.09
12.0,32062621905216280,1304.38,2502.26,-1197.88
1.0,32538827994227980,17484.97,5151.12,12333.85
2.0,32538827994227980,11069.94,3653.83,7416.11
3.0,32538827994227980,8660.73,9157.58,-496.85
4.0,32538827994227980,8681.79,8370.71,311.08
5.0,32538827994227980,9033.78,10255.66,-1221.88
6.0,32538827994227980,10456.22,8489.32,1966.9
7.0,32538827994227980,7870.09,6504.41,1365.68
8.0,32538827994227980,9109.12,7508.05,1601.07
9.0,32538827994227980,11407.93,3354.45,8053.48
10.0,32538827994227980,8635.69,6747.59,1888.1
11.0,32538827994227980,7394.64,8513.76,-1119.12
12.0,32538827994227980,8449.43,7233.85,1215.58
1.0,34042653646113448,3965.21,4187.82,-222.61
2.0,34042653646113448,4563.54,3201.8,1361.74
3.0,34042653646113448,2813.09,3010.65,-197.56
4.0,34042653646113448,3897.43,3723.25,174.18
5.0,34042653646113448,13617.54,6097.74,7519.8
6.0,34042653646113448,252.96,4082.66,-3829.7
7.0,34042653646113448,5540.45,2487.75,3052.7
8.0,34042653646113448,4626.08,6594.3,-1968.22
9.0,34042653646113448,1709.76,1537.46,172.3
10.0,34042653646113448,7456.27,1574.82,5881.45
11.0,34042653646113448,5723.69,7629.69,-1906.0
12.0,34042653646113448,5128.89,6041.91,-913.02
1.0,34732358252147868,10928.21,6052.09,4876.12
2.0,34732358252147868,2929.39,2277.76,651.63
3.0,34732358252147868,7123.7,5228.76,1894.94
4.0,34732358252147868,3802.24,1811.57,1990.67
5.0,34732358252147868,2148.11,2748.77,-600.66
6.0,34732358252147868,4404.78,6462.89,-2058.11
7.0,34732358252147868,894.98,2475.31,-1580.33
8.0,34732358252147868,4455.27,4986.98,-531.71
9.0,34732358252147868,4654.28,2359.51,2294.77
10.0,34732358252147868,1480.85,6576.66,-5095.81
11.0,34732358252147868,2188.27,1112.5,1075.77
12.0,34732358252147868,97.74,3622.16,-3524.42
1.0,34733646243686796,901.35,777.04,124.31
2.0,34733646243686796,0.0,3441.66,-3441.66
3.0,34733646243686796,2126.23,0.0,2126.23
4.0,34733646243686796,1229.71,546.55,683.16
5.0,34733646243686796,1017.37,2471.64,-1454.27
6.0,34733646243686796,954.3,3251.79,-2297.49
7.0,34733646243686796,0.0,668.94,-668.94
10.0,34733646243686796,1597.01,2845.28,-1248.27
11.0,34733646243686796,945.96,654.1,291.86
12.0,34733646243686796,674.54,0.0,674.54
1.0,35346173375634168,7926.83,5388.48,2538.35
2.0,35346173375634168,10127.87,10880.65,-752.78
3.0,35346173375634168,9393.21,6038.58,3354.63
4.0,35346173375634168,7949.12,5991.91,1957.21
5.0,35346173375634168,6850.96,9146.7,-2295.74
6.0,35346173375634168,14188.42,10206.87,3981.55
7.0,35346173375634168,14683.43,4307.92,10375.51
8.0,35346173375634168,6588.69,8268.3,-1679.61
9.0,35346173375634168,7792.28,6274.28,1518.0
10.0,35346173375634168,10909.93,8915.22,1994.71
11.0,35346173375634168,5903.28,5635.41,267.87
12.0,35346173375634168,6638.16,9702.4,-3064.24
1.0,35516794642511832,8949.07,6659.64,2289.43
2.0,35516794642511832,5281.9,10662.85,-5380.95
3.0,35516794642511832,6747.59,4302.24,2445.35
4.0,35516794642511832,884.71,16421.22,-15536.51
5.0,35516794642511832,9523.71,5331.35,4192.36
6.0,35516794642511832,3724.1,4307.62,-583.52
7.0,35516794642511832,6101.53,4327.04,1774.49
8.0,35516794642511832,2873.75,971.42,1902.33
9.0,35516794642511832,3475.73,1486.58,1989.15
10.0,35516794642511832,5822.11,3715.24,2106.87
11.0,35516794642511832,3812.57,7475.26,-3662.69
12.0,35516794642511832,964.69,654.02,310.67
1.0,38121094827850024,2687.48,10597.6,-7910.12
2.0,38121094827850024,0.0,4142.64,-4142.64
3.0,38121094827850024,11168.15,2232.43,8935.72
4.0,38121094827850024,9277.53,3198.49,6079.04
5.0,38121094827850024,3820.31,2775.51,1044.8
6.0,38121094827850024,4116.87,4072.5,44.37
7.0,38121094827850024,5110.32,6707.28,-1596.96
8.0,38121094827850024,7288.31,1985.57,5302.74
9.0,38121094827850024,7064.13,5923.08,1141.05
10.0,38121094827850024,8685.52,2547.33,6138.19
11.0,38121094827850024,3394.56,11614.13,-8219.57
12.0,38121094827850024,3468.4,1225.41,2242.99
1.0,38699651908488984,6217.57,3790.7,2426.87
2.0,38699651908488984,1155.66,2196.41,-1040.75
3.0,38699651908488984,2354.93,2794.7,-439.77
4.0,38699651908488984,4281.92,2527.63,1754.29
5.0,38699651908488984,5368.61,5226.65,141.96
6.0,38699651908488984,1888.62,4451.39,-2562.77
7.0,38699651908488984,1139.87,2066.99,-927.12
8.0,38699651908488984,4314.92,880.66,3434.26
9.0,38699651908488984,4256.18,2037.81,2218.37
10.0,38699651908488984,6903.18,4168.07,2735.11
11.0,38699651908488984,2332.33,1602.84,729.49
12.0,38699651908488984,4220.8,334.93,3885.87
1.0,40759391581305632,0.0,386.17,-386.17
4.0,40759391581305632,2807.65,3241.39,-433.74
5.0,40759391581305632,0.0,1795.9,-1795.9
6.0,40759391581305632,0.0,1817.24,-1817.24
7.0,40759391581305632,0.0,990.44,-990.44
10.0,40759391581305632,5283.52,0.0,5283.52
11.0,40759391581305632,2652.57,0.0,2652.57
12.0,40759391581305632,325.5,0.0,325.5
1.0,40830563732074832,6990.63,1889.96,5100.67
2.0,40830563732074832,6979.09,3459.15,3519.94
3.0,40830563732074832,1992.49,5817.58,-3825.09
4.0,40830563732074832,3090.12,2335.25,754.87
5.0,40830563732074832,4175.15,6234.3,-2059.15
6.0,40830563732074832,3317.61,5013.92,-1696.31
7.0,40830563732074832,5159.71,8031.34,-2871.63
8.0,40830563732074832,2966.38,3558.67,-592.29
9.0,40830563732074832,2515.78,11170.29,-8654.51
10.0,40830563732074832,8615.18,6645.41,1969.77
11.0,40830563732074832,9167.01,4285.95,4881.06
12.0,40830563732074832,2987.32,6174.81,-3187.49
1.0,41053188821172824,12405.15,7801.83,4603.32
2.0,41053188821172824,6684.79,9660.01,-2975.22
3.0,41053188821172824,4715.91,9637.12,-4921.21
4.0,41053188821172824,12487.19,16253.31,-3766.12
5.0,41053188821172824,8036.17,4999.09,3037.08
6.0,41053188821172824,6952.29,7194.98,-242.69
7.0,41053188821172824,8408.49,13680.36,-5271.87
8.0,41053188821172824,6877.08,10599.43,-3722.35
9.0,41053188821172824,9938.53,26089.39,-16150.86
10.0,41053188821172824,3890.64,7899.4,-4008.76
11.0,41053188821172824,15778.98,5851.2,9927.78
12.0,41053188821172824,12453.11,8373.09,4080.02
1.0,41141008423600128,8620.35,3317.28,5303.07
2.0,41141008423600128,996.77,3877.59,-2880.82
3.0,41141008423600128,2276.72,4494.24,-2217.52
4.0,41141008423600128,4021.17,6011.41,-1990.24
5.0,41141008423600128,5988.5,552.02,5436.48
6.0,41141008423600128,6162.35,2182.18,3980.17
7.0,41141008423600128,3275.7,5203.35,-1927.65
8.0,41141008423600128,1999.37,1238.76,760.61
9.0,41141008423600128,7292.48,126.9,7165.58
10.0,41141008423600128,2386.86,5346.51,-2959.65
11.0,41141008423600128,1534.56,1297.72,236.84
12.0,41141008423600128,2515.13,2468.94,46.19
1.0,42124548604720824,2343.1,5054.67,-2711.57
2.0,42124548604720824,5433.89,2337.54,3096.35
3.0,42124548604720824,5063.21,9250.57,-4187.36
4.0,42124548604720824,2218.27,2005.09,213.18
5.0,42124548604720824,6022.34,902.74,5119.6
6.0,42124548604720824,0.0,1730.6,-1730.6
7.0,42124548604720824,7512.08,5922.01,1590.07
8.0,42124548604720824,3534.84,2952.11,582.73
9.0,42124548604720824,4904.89,1726.3,3178.59
10.0,42124548604720824,5543.69,6428.07,-884.38
11.0,42124548604720824,4164.76,3340.3,824.46
12.0,42124548604720824,5408.53,1227.14,4181.39
1.0,44494542202672384,16086.85,10396.54,5690.31
2.0,44494542202672384,14948.33,6347.25,8601.08
3.0,44494542202672384,18855.32,7668.98,11186.34
4.0,44494542202672384,4276.17,7313.76,-3037.59
5.0,44494542202672384,11885.08,7089.24,4795.84
6.0,44494542202672384,11235.34,4527.82,6707.52
7.0,44494542202672384,11519.06,13440.52,-1921.46
8.0,44494542202672384,8159.31,5139.84,3019.47
9.0,44494542202672384,4361.85,8170.1,-3808.25
10.0,44494542202672384,11557.44,5744.37,5813.07
11.0,44494542202672384,10243.3,12068.45,-1825.15
12.0,44494542202672384,8833.84,11720.28,-2886.44
1.0,45613471011040976,11862.18,11911.69,-49.51
2.0,45613471011040976,9025.84,8288.94,736.9
3.0,45613471011040976,12152.2,8677.33,3474.87
4.0,45613471011040976,5570.7,8432.48,-2861.78
5.0,45613471011040976,14643.66,2999.85,11643.81
6.0,45613471011040976,9663.67,6618.81,3044.86
7.0,45613471011040976,23272.34,7561.8,15710.54
8.0,45613471011040976,10150.18,13238.53,-3088.35
9.0,45613471011040976,11755.74,10061.86,1693.88
